StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_sue_1,defective_1,negligence_1,counterfactual_1,capability_1,fault_1,superhuman_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,questions_1_DO,questions_2_DO
2022-11-14 09:44:31,2022-11-14 09:47:05,0,67.252.8.20,100,153,1,2022-11-14 09:47:05,R_1EfZrSaY8YjfHkc,,,,,42.7118,-73.7704,anonymous,EN,1,2,2,0.873,0.873,16.087,1,2.536,2.536,11.2,1,0,0,0,0,0,0,0,100,,1,50,2,,30,5,,Q90|vB_sue|vA_sue|defective|negligence,Q71|capability|counterfactual|fault
2022-11-14 09:44:19,2022-11-14 09:47:12,0,99.1.33.116,100,173,1,2022-11-14 09:47:13,R_20Uaw0a6KyP4Ax3,,,,,34.024,-84.2396,anonymous,EN,1,2,2,11.789,11.789,12.649,1,0,0,13.042,0,100,0,0,0,0,0,50,0,,1,0,2,,34,4,,Q90|vB_sue|defective|negligence|vA_sue,Q71|capability|counterfactual|fault
2022-11-14 09:43:31,2022-11-14 09:47:12,0,47.211.81.211,100,221,1,2022-11-14 09:47:13,R_27NLWi8JzwBTm6b,,,,,31.2232,-92.3203,anonymous,EN,1,2,2,7.156,7.156,25.26,1,0,0,11.007,0,100,0,0,10,50,20,100,100,,1,0,2,,44,4,,Q90|defective|vA_sue|vB_sue|negligence,Q71|fault|counterfactual|capability
2022-11-14 09:45:08,2022-11-14 09:47:13,0,24.168.238.77,100,124,1,2022-11-14 09:47:13,R_3G86hapCtXZga0l,,,,,33.8734,-78.6493,anonymous,EN,1,2,2,0,0,12.043,0,0,0,10.993,0,100,0,0,0,0,20,60,80,,1,20,2,,38,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|fault|capability|counterfactual
2022-11-14 09:43:54,2022-11-14 09:47:19,0,68.50.167.84,100,204,1,2022-11-14 09:47:19,R_etcBIA4xpkSOAAF,,,,,39.1406,-84.8688,anonymous,EN,1,2,2,0,0,16.675,0,0,0,12.135,0,100,0,1,0,0,3,19,100,,1,10,1,,30,3,,Q90|negligence|vB_sue|vA_sue|defective,Q71|capability|counterfactual|fault
2022-11-14 09:44:06,2022-11-14 09:47:25,0,68.204.208.53,100,198,1,2022-11-14 09:47:25,R_3gZRQs7yWrreGPb,,,,,28.5978,-81.3024,anonymous,EN,1,2,2,0,0,15.222,0,0,0,11.179,0,100,0,0,0,92,4,11,92,2,1,33,2,,61,3,,Q90|negligence|defective|vB_sue|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 09:44:19,2022-11-14 09:47:29,0,73.194.176.174,100,190,1,2022-11-14 09:47:29,R_3n1wjSJqjDiF4fs,,,,,39.8952,-75.0347,anonymous,EN,1,2,2,26.325,26.325,26.699,1,0,0,11.931,0,100,0,0,0,0,5,80,50,,1,60,1,,45,4,,Q90|defective|vB_sue|negligence|vA_sue,Q71|capability|counterfactual|fault
2022-11-14 09:43:28,2022-11-14 09:47:41,0,143.55.39.158,100,252,1,2022-11-14 09:47:41,R_3nVrNbcsKWgeIxg,,,,,32.9658,-97.6866,anonymous,EN,1,2,2,0,0,14.436,0,0,0,10.888,0,100,0,100,0,0,0,50,100,,1,70,2,,45,5,,Q90|vB_sue|vA_sue|defective|negligence,Q71|capability|fault|counterfactual
2022-11-14 09:45:26,2022-11-14 09:47:48,0,72.191.234.241,100,141,1,2022-11-14 09:47:48,R_2RVTufrVLmVBZeB,,,,,32.9219,-96.6214,anonymous,EN,1,2,2,0,0,13.511,0,0,0,11.135,0,100,0,0,0,0,0,15,100,,1,41,2,,31,3,,Q90|defective|vB_sue|vA_sue|negligence,Q71|counterfactual|fault|capability
2022-11-14 09:43:21,2022-11-14 09:48:00,0,147.136.126.24,100,279,1,2022-11-14 09:48:01,R_24HRfAj4tJN8cEt,,,,,34.6029,-87.0875,anonymous,EN,1,2,2,0,0,19.094,0,3.106,3.106,18.434,1,100,0,0,0,10,0,100,50,,1,30,2,,54,4,,Q90|defective|vA_sue|negligence|vB_sue,Q71|fault|capability|counterfactual
2022-11-14 09:44:23,2022-11-14 09:48:08,0,72.92.32.130,100,225,1,2022-11-14 09:48:09,R_RFChaB05CyKLRDj,,,,,39.9664,-75.1685,anonymous,EN,1,2,2,2.264,2.264,14.88,1,0,0,20.784,0,87,0,0,0,14,43,74,65,,1,18,2,,31,4,,Q90|vB_sue|vA_sue|negligence|defective,Q71|capability|fault|counterfactual
2022-11-14 09:45:00,2022-11-14 09:48:09,0,184.59.97.236,100,189,1,2022-11-14 09:48:09,R_2DNbA0siTTCkCSx,,,,,39.7862,-84.1622,anonymous,EN,1,2,2,0,0,23.64,0,0,0,10.882,0,88,10,50,10,30,25,90,70,1,1,50,1,,32,4,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|counterfactual|capability
2022-11-14 09:44:39,2022-11-14 09:48:10,0,71.200.174.173,100,210,1,2022-11-14 09:48:10,R_1QtsXXPZpKdTJW0,,,,,38.9187,-75.4291,anonymous,EN,1,2,2,0,0,20.598,0,0,0,18.439,0,66,0,0,10,0,0,11,100,,1,0,1,,36,4,,Q90|vA_sue|negligence|defective|vB_sue,Q71|capability|counterfactual|fault
2022-11-14 09:45:49,2022-11-14 09:48:12,0,100.1.94.233,100,143,1,2022-11-14 09:48:13,R_2Yrpr2xCn4RuLYK,,,,,40.4992,-74.4996,anonymous,EN,1,2,2,0,0,12.046,0,0,0,12.44,0,100,0,0,0,0,0,0,100,2,1,75,1,,32,4,,Q90|vA_sue|negligence|defective|vB_sue,Q71|counterfactual|capability|fault
2022-11-14 09:44:49,2022-11-14 09:48:15,0,35.136.195.181,100,206,1,2022-11-14 09:48:15,R_oYyAz9P9VCbYWAh,,,,,28.9284,-82.4921,anonymous,EN,1,2,2,0,0,23.941,0,0,0,11.383,0,100,0,0,0,5,21,60,81,,1,32,1,,49,4,,Q90|negligence|vA_sue|vB_sue|defective,Q71|capability|counterfactual|fault
2022-11-14 09:44:05,2022-11-14 09:48:34,0,98.167.7.216,100,268,1,2022-11-14 09:48:34,R_2dzhkOfks7mbAxH,,,,,36.122,-115.086,anonymous,EN,1,2,2,0,0,34.114,0,0,0,13.662,0,100,0,0,0,1,10,75,95,,1,10,1,,50,4,,Q90|vB_sue|defective|negligence|vA_sue,Q71|counterfactual|capability|fault
2022-11-14 09:46:12,2022-11-14 09:48:40,0,75.67.206.167,100,148,1,2022-11-14 09:48:40,R_1nNEU1W6Rmsl1ez,,,,,41.7465,-70.5914,anonymous,EN,1,2,2,0,0,29.76,0,0,0,11.228,0,100,0,0,0,0,0,50,100,1,1,0,2,,36,4,,Q90|vB_sue|negligence|vA_sue|defective,Q71|capability|counterfactual|fault
2022-11-14 09:44:49,2022-11-14 09:48:46,0,136.25.199.115,100,237,1,2022-11-14 09:48:46,R_1K2XHsrNFKbmwnp,,,,,30.2304,-97.7243,anonymous,EN,1,2,2,0,0,21.125,0,0,0,64.239,0,81,22,23,24,22,27,67,38,1,2,34,2,,22,4,,Q90|vB_sue|defective|negligence|vA_sue,Q71|fault|capability|counterfactual
2022-11-14 09:44:36,2022-11-14 09:48:50,0,174.246.197.242,100,254,1,2022-11-14 09:48:50,R_2Quln1vPBAmuzon,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,0,0,20.918,0,0,0,11.991,0,100,0,11,0,0,13,51,100,,1,84,1,,45,1,,Q90|vA_sue|vB_sue|defective|negligence,Q71|counterfactual|fault|capability
2022-11-14 09:45:12,2022-11-14 09:49:01,0,64.146.151.195,100,228,1,2022-11-14 09:49:01,R_2tnBK3YXHLfxS76,,,,,48.6364,-118.0548,anonymous,EN,1,2,2,0,0,19.215,0,0,0,14.04,0,100,0,0,0,0,5,80,100,,1,10,1,,41,4,,Q90|defective|negligence|vB_sue|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 09:45:29,2022-11-14 09:49:01,0,173.27.185.86,100,211,1,2022-11-14 09:49:01,R_1f77nf77NVKxZLY,,,,,30.4003,-87.0288,anonymous,EN,1,2,2,0,0,13.615,0,0,0,12.146,0,100,0,50,0,0,19,100,100,,1,10,1,,33,4,,Q90|defective|vA_sue|vB_sue|negligence,Q71|fault|counterfactual|capability
2022-11-14 09:47:04,2022-11-14 09:49:33,0,104.33.137.121,100,148,1,2022-11-14 09:49:34,R_3hA6iQvzNl6uA0Y,,,,,34.1147,-117.3845,anonymous,EN,1,2,2,0,0,11.042,0,0,0,11.63,0,100,50,0,0,0,17,50,50,,1,7,2,,33,1,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|counterfactual|capability
2022-11-14 09:46:46,2022-11-14 09:49:36,0,24.61.250.106,100,170,1,2022-11-14 09:49:37,R_0N8ErD9RLzKjclj,,,,,41.3723,-72.5749,anonymous,EN,1,2,2,14.697,14.697,15.278,1,0,0,10.978,0,0,0,1,0,0,0,74,92,,1,68,2,,41,1,,Q90|vA_sue|vB_sue|defective|negligence,Q71|counterfactual|capability|fault
2022-11-14 09:44:14,2022-11-14 09:49:46,0,184.153.113.112,100,331,1,2022-11-14 09:49:46,R_3JaWFsj1763Evfx,,,,,40.7579,-73.9332,anonymous,EN,1,2,2,4.398,32.461,55.818,4,0,0,11.838,0,100,15,0,0,0,15,50,70,,1,10,2,,44,4,,Q90|defective|vA_sue|vB_sue|negligence,Q71|capability|fault|counterfactual
2022-11-14 09:47:05,2022-11-14 09:49:51,0,129.222.85.85,100,166,1,2022-11-14 09:49:52,R_3M3x2AoL2kFFs6I,,,,,33.844,-84.4784,anonymous,EN,1,2,2,0,0,18.484,0,10.961,10.961,11.285,1,100,0,0,0,0,0,0,100,,1,0,2,,35,1,,Q90|defective|negligence|vB_sue|vA_sue,Q71|capability|counterfactual|fault
2022-11-14 09:46:53,2022-11-14 09:50:27,0,108.30.14.68,100,214,1,2022-11-14 09:50:28,R_2R9Nt1LRmRePxMJ,,,,,40.7597,-73.981,anonymous,EN,1,2,2,0,0,20.997,0,0,0,14.069,0,100,0,0,0,0,0,10,90,,1,30,1,,53,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|capability|counterfactual|fault
2022-11-14 09:46:40,2022-11-14 09:50:33,0,174.52.74.160,100,232,1,2022-11-14 09:50:34,R_2Scy3JChjvkR5Ek,,,,,41.1919,-111.9474,anonymous,EN,1,2,2,0,0,35.228,0,0,0,13.693,0,100,0,2,0,0,0,5,100,,1,30,1,,41,3,,Q90|defective|vA_sue|negligence|vB_sue,Q71|capability|fault|counterfactual
2022-11-14 09:47:28,2022-11-14 09:50:37,0,108.73.188.110,100,188,1,2022-11-14 09:50:37,R_1BOV6uiQZrHBagm,,,,,33.852,-84.1152,anonymous,EN,1,2,2,9.008,9.008,10.977,1,20.616,23.76,34.537,2,100,0,0,0,0,0,100,50,,1,32,1,,30,4,,Q90|vB_sue|defective|negligence|vA_sue,Q71|capability|counterfactual|fault
2022-11-14 09:43:54,2022-11-14 09:50:58,0,50.231.154.108,100,424,1,2022-11-14 09:50:59,R_2E5EtiQdrcmhQTu,,,,,40.7182,-74.0476,anonymous,EN,1,2,2,7.752,7.752,66.252,1,0,0,50.553,0,82,33,18,34,39,37,50,22,,1,55,2,,41,4,,Q90|negligence|defective|vA_sue|vB_sue,Q71|fault|counterfactual|capability
2022-11-14 09:48:57,2022-11-14 09:50:58,0,173.24.227.204,100,121,1,2022-11-14 09:50:59,R_wQPqmY43cT3Qel3,,,,,37.168,-93.3039,anonymous,EN,1,2,2,0,0,11.533,0,10.73,10.73,11.013,1,100,0,0,0,8,12,89,100,,1,71,1,,41,3,,Q90|defective|vB_sue|negligence|vA_sue,Q71|fault|counterfactual|capability
2022-11-14 09:44:17,2022-11-14 09:51:26,0,47.12.250.89,100,429,1,2022-11-14 09:51:26,R_2WPbc0ImOLMhEQS,,,,,42.7735,-89.2851,anonymous,EN,1,2,2,0,0,27.302,0,0,0,23.117,0,95,96,1,3,4,1,5,95,,1,71,1,,50,4,,Q90|vA_sue|negligence|vB_sue|defective,Q71|counterfactual|capability|fault
2022-11-14 09:47:22,2022-11-14 09:51:33,0,72.133.212.164,100,250,1,2022-11-14 09:51:33,R_RPoPk2VF2o7i9Db,,,,,41.3222,-80.7443,anonymous,EN,1,2,2,8.327,8.327,23.197,1,11.553,11.553,12.736,1,100,0,0,0,75,0,100,100,,1,25,1,,29,4,,Q90|vA_sue|vB_sue|negligence|defective,Q71|fault|capability|counterfactual
2022-11-14 09:47:45,2022-11-14 09:51:54,0,74.71.23.203,100,248,1,2022-11-14 09:51:54,R_2R3w9Z2SQLFzc1B,,,,,40.8,-73.9763,anonymous,EN,1,2,2,0,0,19.138,0,0,0,11.139,0,100,0,0,19,10,5,29,67,,1,10,1,,37,4,,Q90|vA_sue|negligence|vB_sue|defective,Q71|fault|counterfactual|capability
2022-11-14 09:45:03,2022-11-14 09:51:54,0,138.43.176.111,100,410,1,2022-11-14 09:51:54,R_2dfGgonGOuCcRmX,,,,,36.5053,-84.5293,anonymous,EN,1,2,2,0,0,17.732,0,0,0,13.408,0,100,0,0,0,0,0,0,52,,1,78,2,,38,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|fault|capability|counterfactual
2022-11-14 09:48:13,2022-11-14 09:52:03,0,74.65.24.203,100,230,1,2022-11-14 09:52:03,R_0TlwXtNyGxTx9eN,,,,,42.7424,-78.1374,anonymous,EN,1,2,2,0,0,21.876,0,0,0,12.423,0,80,0,0,0,0,0,50,100,,1,5,2,,43,3,,Q90|negligence|vB_sue|defective|vA_sue,Q71|counterfactual|capability|fault
2022-11-14 09:49:06,2022-11-14 09:52:58,0,97.119.202.86,100,232,1,2022-11-14 09:52:59,R_2salTogI2ryXBOY,,,,,41.2341,-96.169,anonymous,EN,1,2,2,15.994,27.258,40.493,4,0,0,11.25,0,100,1,50,0,0,3,90,100,,1,1,1,,34,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|capability|fault|counterfactual
2022-11-14 09:50:03,2022-11-14 09:53:15,0,172.56.64.111,100,192,1,2022-11-14 09:53:16,R_1Gy5aLqddg1mrEg,,,,,33.8019,-84.3861,anonymous,EN,1,2,2,0,0,17.162,0,0,0,12.774,0,100,0,0,0,0,31,77,86,,1,0,1,,23,1,,Q90|defective|vA_sue|vB_sue|negligence,Q71|capability|counterfactual|fault
2022-11-14 09:44:10,2022-11-14 09:53:21,0,209.74.125.184,100,550,1,2022-11-14 09:53:21,R_3FWgQ9ndThZn1vX,,,,,42.5173,-85.4074,anonymous,EN,1,2,2,0,0,63.051,0,0,0,47.301,0,88,94,16,19,38,36,56,16,,1,25,2,,55,1,,Q90|vB_sue|vA_sue|negligence|defective,Q71|fault|counterfactual|capability
2022-11-14 09:51:11,2022-11-14 09:53:27,0,173.80.194.129,100,136,1,2022-11-14 09:53:28,R_2D5lc18GUGDHNUM,,,,,37.8479,-81.9961,anonymous,EN,1,2,2,1.351,9.756,13.674,2,7.691,7.691,10.804,1,99,0,0,0,100,0,50,99,,1,0,2,,40,4,,Q90|vB_sue|defective|negligence|vA_sue,Q71|capability|fault|counterfactual
2022-11-14 09:43:58,2022-11-14 09:54:07,0,68.199.124.220,100,608,1,2022-11-14 09:54:07,R_26aP3arzglTybPi,,,,,41.1102,-73.8044,anonymous,EN,1,2,2,0,0,32.432,0,0,0,15.389,0,95,35,0,0,0,2,88,100,,1,3,2,,55,3,,Q90|defective|negligence|vA_sue|vB_sue,Q71|capability|fault|counterfactual
2022-11-14 09:51:18,2022-11-14 09:54:12,0,35.134.159.168,100,173,1,2022-11-14 09:54:13,R_2DUf5oesALWutzP,,,,,38.4321,-90.3896,anonymous,EN,1,2,2,0,0,13.853,0,0,0,17.502,0,96,10,9,5,21,10,25,29,1,1,10,1,,37,5,,Q90|negligence|vB_sue|defective|vA_sue,Q71|capability|fault|counterfactual
2022-11-14 09:49:50,2022-11-14 09:54:27,0,73.185.116.222,100,276,1,2022-11-14 09:54:27,R_28BenS6oSWqJFZw,,,,,39.1667,-121.5048,anonymous,EN,1,2,2,0,0,41.383,0,0,0,29.873,0,68,41,74,71,55,62,66,80,1,1,62,1,,41,6,,Q90|defective|negligence|vA_sue|vB_sue,Q71|fault|counterfactual|capability
2022-11-14 09:46:58,2022-11-14 09:54:29,0,23.132.80.64,100,450,1,2022-11-14 09:54:29,R_3nBNveT55IyFEvX,,,,,43.9477,-86.2753,anonymous,EN,1,2,2,0,0,20.911,0,0,0,12.509,0,100,0,0,0,0,20,100,100,,1,0,2,,55,3,,Q90|negligence|defective|vB_sue|vA_sue,Q71|fault|capability|counterfactual
2022-11-14 09:51:52,2022-11-14 09:54:31,0,98.192.156.105,100,158,1,2022-11-14 09:54:31,R_2B4KlTXTvukhIbB,,,,,30.4805,-84.2243,anonymous,EN,1,2,2,0,0,20.651,0,0,0,11.214,0,100,0,0,0,0,0,9,50,,1,0,3,,45,3,,Q90|vA_sue|defective|vB_sue|negligence,Q71|capability|fault|counterfactual
2022-11-14 09:48:34,2022-11-14 09:54:38,0,192.180.245.196,100,363,1,2022-11-14 09:54:38,R_BXjQ89Lg1JVLri1,,,,,39.9418,-83.8357,anonymous,EN,1,2,2,0,0,15.992,0,4.136,4.136,11.028,1,100,0,0,0,0,0,0,90,,1,65,1,,39,1,,Q90|defective|negligence|vA_sue|vB_sue,Q71|capability|fault|counterfactual
2022-11-14 09:52:40,2022-11-14 09:55:04,0,174.86.56.150,100,143,1,2022-11-14 09:55:04,R_2UVlRRLONsWBgEb,,,,,38.5682,-89.8965,anonymous,EN,1,2,2,0,0,17.937,0,0,0,11.137,0,100,7,17,0,16,21,38,64,,1,54,2,,48,4,,Q90|vB_sue|vA_sue|negligence|defective,Q71|fault|counterfactual|capability
2022-11-14 09:53:13,2022-11-14 09:55:47,0,35.139.190.224,100,154,1,2022-11-14 09:55:47,R_1FxPq1PhFlvGrLx,,,,,28.0164,-81.9554,anonymous,EN,1,2,2,0,0,12.536,0,10.578,10.578,10.821,1,95,0,15,0,6,5,50,100,,1,31,1,,25,3,,Q90|defective|vB_sue|negligence|vA_sue,Q71|counterfactual|capability|fault
2022-11-14 09:53:04,2022-11-14 09:55:48,0,72.13.221.42,100,164,1,2022-11-14 09:55:49,R_2aRcYT0otUGW0iO,,,,,40.3626,-110.2094,anonymous,EN,1,2,2,0,0,17.816,0,11.329,11.329,11.869,1,100,0,0,0,0,0,0,50,,1,0,1,,26,3,,Q90|defective|negligence|vB_sue|vA_sue,Q71|capability|fault|counterfactual
2022-11-14 09:52:16,2022-11-14 09:55:55,0,73.99.32.140,100,218,1,2022-11-14 09:55:55,R_1QooFHQRzAhTYWn,,,,,36.6817,-77.5565,anonymous,EN,1,2,2,3.338,3.338,36.196,1,16.419,28.296,32.218,3,100,0,100,0,0,0,100,100,,1,59,2,,35,3,,Q90|vA_sue|vB_sue|negligence|defective,Q71|fault|counterfactual|capability
2022-11-14 09:46:46,2022-11-14 09:55:58,0,73.145.241.105,100,551,1,2022-11-14 09:55:58,R_1fdQzYIM6Zabt4r,,,,,42.5003,-83.2907,anonymous,EN,1,2,2,0,0,86.237,0,0,0,13.659,0,100,0,0,0,93,7,9,97,,1,8,2,,22,3,,Q90|defective|vA_sue|negligence|vB_sue,Q71|fault|capability|counterfactual
2022-11-14 09:51:36,2022-11-14 09:56:03,0,5.181.234.76,100,267,1,2022-11-14 09:56:04,R_Y9r0DvhDq30ybQJ,,,,,40.7157,-74,anonymous,EN,1,2,2,2.912,2.912,12.86,1,4.06,4.06,22.884,1,100,100,82,90,4,9,9,75,,1,70,1,,36,5,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|counterfactual|capability
2022-11-14 09:51:51,2022-11-14 09:56:05,0,181.214.107.141,100,253,1,2022-11-14 09:56:06,R_1Cek48M0hc2XtvZ,,,,,41.8874,-87.6318,anonymous,EN,1,2,2,0,0,16.727,0,0,0,13.351,0,100,0,20,0,10,4,66,100,1,1,50,1,,32,4,,Q90|defective|vA_sue|vB_sue|negligence,Q71|counterfactual|fault|capability
