StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,countf,countf_cat,vA_sue_AV_1,vB_sue_AV_1,defective_AV_1,capability_AV_1,superhuman_1,comp1,comp_accident,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,questions_intro_DO,countf_DO,questions_1_DO,questions_2_DO
10/7/22 15:59,10/7/22 16:06,0,216.106.29.241,100,392,1,10/7/22 16:06,R_27DNJjWXAZkBx6u,,,,,38.5773,-92.2443,anonymous,EN,1,2,2,0,0,34.195,0,0,0,13.695,0,the driver of vehicle B could have noticed that vehicle A was not stopping even though they had a stop sign and should have stopped.,1,100,17,17,83,20,1,1,67,74,1,,69,5,,Q148,countf,vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV
10/7/22 15:59,10/7/22 16:07,0,172.58.158.102,100,443,1,10/7/22 16:07,R_1kRIOwiUARDTZR3,,,,,34.0007,-81.0348,anonymous,EN,1,2,2,0,0,37.741,0,0,0,13.596,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the driver might have been able to avoid the collision with Vehicle A if they had seen Vehicle approaching in time to swerve or stop. But I suspect that those chances are slim and Vehicle A still would have hit Vehicle B.",1,100,6,3,20,65,1,1,55,51,1,,63,5,,Q148,countf,defective_AV|vA_sue_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:03,10/7/22 16:08,0,142.129.163.3,100,294,1,10/7/22 16:08,R_T5d1wgWsibHlgtj,,,,,33.8625,-117.586,anonymous,EN,1,2,2,0,0,21.57,0,0,0,11.401,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then maybe they would have been able to see Vehicle A and avoided the crash. It's still Vehicle A's fault regardless.",1,100,0,0,29,23,1,1,34,28,1,,36,3,,Q148,countf,vB_sue_AV|vA_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:02,10/7/22 16:08,0,173.187.0.189,100,344,1,10/7/22 16:08,R_3qpxTrNVT0uGq7s,,,,,34.9251,-80.7278,anonymous,EN,1,2,2,0,0,20.698,0,0,0,11.387,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then..they might have noticed the other car not slowing down to stop..""",1,95,21,9,22,94,1,1,10,73,1,,75,3,,Q148,countf,vB_sue_AV|vA_sue_AV|defective_AV,Q122|capability_AV
10/7/22 15:59,10/7/22 16:08,0,76.91.37.161,100,570,1,10/7/22 16:08,R_C184jofFeIov2ed,,,,,33.8351,-117.8652,anonymous,EN,1,2,2,10.398,36.027,40.239,2,74.143,74.143,76.916,1,He would have been able to see that vehicle A was not slowing down and not proceeded thru the intersection.,1,100,30,61,75,75,1,1,50,80,1,,76,3,,Q148,countf,vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:06,10/7/22 16:12,0,65.78.109.183,100,321,1,10/7/22 16:12,R_39sxLPB64tJLxOF,,,,,40.5995,-75.3763,anonymous,EN,1,2,2,0,0,18.086,0,0,0,157.635,0,they could have honked the horn when they noticed vehicle B had not properly stopped at the intersection.,0,100,0,0,10,100,1,1,0,0,1,,44,6,,Q148,countf,defective_AV|vA_sue_AV|vB_sue_AV,Q122|capability_AV
10/7/22 15:57,10/7/22 16:14,0,67.181.68.196,100,989,1,10/7/22 16:14,R_1QfIIubKN6tvuTS,,,,,37.9786,-121.3147,anonymous,EN,1,2,2,0.983,1.725,25.153,3,0,0,11.593,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, it wouldn't make a single difference as Vehicle A was speeding too fast for provisionary driving.",2,100,0,0,35,68,1,1,21,66,2,,47,3,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:11,10/7/22 16:14,0,147.135.11.113,100,172,1,10/7/22 16:14,R_3qHD0OV7bpyU7qd,,,,,38.6583,-77.2481,anonymous,EN,1,2,2,0,0,14.327,0,0,0,18.139,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then there is a chance he could have avoided the collision.",1,79,58,54,44,60,1,2,60,58,2,,24,4,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:15,10/7/22 16:15,0,71.238.108.115,100,18,1,10/7/22 16:15,R_1FDsdfmXs7sNHlG,,,,,45.7168,-122.6899,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/22 15:56,10/7/22 16:19,0,104.139.101.32,100,1373,1,10/7/22 16:19,R_2xJAUMkFoALs05a,,,,,35.0892,-80.8194,anonymous,EN,1,2,2,118.701,118.701,173.063,1,0,0,11.369,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have seen the car but I suspect the outcome would have been the same. I think in both cases, the same result would happen.",2,90,20,20,25,65,1,1,20,50,1,,39,4,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:20,10/7/22 16:22,0,51.81.200.175,100,135,1,10/7/22 16:22,R_2VyAlDSaN3d1j0q,,,,,45.526,-122.9874,anonymous,EN,1,2,2,0,0,18.579,0,0,0,11.362,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the outcome would have been the same.",2,98,38,42,37,84,1,1,69,59,2,,26,4,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:19,10/7/22 16:23,0,71.87.61.72,100,274,1,10/7/22 16:23,R_2Yhoj8LYxDe3jGr,,,,,43.103,-89.5073,anonymous,EN,1,2,2,0,0,26.046,0,0,0,12.442,0,"The driver of B might have been able to react to A running the stop sign and avoid the crash. They might have been able to speed up, honk their horn or stop in time or swerve to avoid the collision. ",1,100,10,20,30,80,1,1,20,20,1,,67,4,,Q148,countf,defective_AV|vA_sue_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:33,10/7/22 16:37,0,24.131.112.250,100,244,1,10/7/22 16:37,R_3HpEOHwydYedKAA,,,,,40.476,-79.7355,anonymous,EN,1,2,2,4.828,4.828,21.68,1,0,0,14.501,0,"If the human occupant of vehicle b had been dri ing a regulat vehicle instead, then the vehicle could have potentially been able to stop before being struck.",1,66,32,31,50,64,1,1,28,60,1,,35,3,,Q148,countf,vA_sue_AV|vB_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:33,10/7/22 16:37,0,12.233.2.1,100,215,1,10/7/22 16:37,R_120hMtGdpa4p69X,,,,,41.3164,-88.5994,anonymous,EN,1,2,2,39.771,39.771,41.845,1,12.014,12.014,13.56,1,"he could have swerved out of the way, I suppose",1,100,50,20,4,93,1,1,9,0,2,,49,4,,Q148,countf,vA_sue_AV|vB_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:33,10/7/22 16:37,0,75.129.208.109,100,250,1,10/7/22 16:37,R_2PgUuPHntK70E0v,,,,,45.3576,-84.9088,anonymous,EN,1,2,2,0,0,29.385,0,0,0,12.05,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he may have been able to swerve or slam on the brakes before the other car hit him",1,96,34,0,26,73,1,1,22,18,1,,58,3,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:34,10/7/22 16:38,0,73.106.244.43,100,235,1,10/7/22 16:38,R_RE8bv0Kfha1QwJH,,,,,33.8206,-84.0229,anonymous,EN,1,2,2,0,0,22.342,0,0,0,12.324,0,maybe they would've braked before the crash,1,100,0,0,23,80,1,1,0,89,1,,24,3,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:33,10/7/22 16:38,0,104.139.65.245,100,292,1,10/7/22 16:38,R_2oFogWGNjQgQXqF,,,,,35.0892,-80.8194,anonymous,EN,1,2,2,0,0,23.809,0,0,0,16.522,0,this would not have happened.,1,14,100,100,100,50,1,1,50,50,2,,50,4,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:33,10/7/22 16:38,0,98.211.177.149,100,348,1,10/7/22 16:38,R_2xMqERYukSsrtJo,,,,,26.0671,-80.2768,anonymous,EN,1,2,2,0,0,40.95,0,0,0,11.694,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then the human occupant could have noticed that Vehicle A was not going to stop. The accident could have then been avoided because the occupant of Vehicle B could have remained at a stop until it was safe to proceed.",1,0,80,80,80,100,1,1,0,85,2,,34,7,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:35,10/7/22 16:40,0,72.207.50.102,100,321,1,10/7/22 16:40,R_1GTtpj9bp4VS3kP,,,,,32.8123,-116.9172,anonymous,EN,1,2,2,0,0,27.357,0,0,0,12.207,0,The driver could have seen vehicle A coming and stopped or swerved out of the way,1,100,50,100,75,50,1,1,50,50,1,,46,8,Associate Degree (2 year),Q148,countf,vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:36,10/7/22 16:40,0,76.132.158.219,100,273,1,10/7/22 16:40,R_3g7WNqmQxbk6065,,,,,37.2821,-121.831,anonymous,EN,1,2,2,0,0,24.338,0,0,0,14.626,0,"When vehicle B arrived at the stop sign, the human driver would look both ways to see if there was a chance anyone was going to run the stop sign  The human driver could have chosen to proceed only if he felt assured any other drivers were going to stop.",1,92,60,60,61,77,1,1,40,50,2,,71,5,,Q148,countf,vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:36,10/7/22 16:41,0,73.125.51.159,100,257,1,10/7/22 16:41,R_21ENttzw6hIUwKP,,,,,26.7162,-80.0695,anonymous,EN,1,2,2,0,0,30.445,0,0,0,18.349,0,they would have seen Vehicle A and reacted,1,100,75,50,4,100,1,1,4,50,2,,41,5,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:38,10/7/22 16:41,0,63.153.149.21,100,195,1,10/7/22 16:41,R_3rIq8KeNqHJBABD,,,,,43.5229,-96.786,anonymous,EN,1,2,2,0,0,25.784,0,0,0,12.141,0,"had they noticed car A wasnt going to stop, they could've swerved.",1,100,0,0,16,75,1,1,61,59,1,,47,4,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:37,10/7/22 16:41,0,98.238.161.165,100,222,1,10/7/22 16:41,R_29sq41us2DCodgK,,,,,38.768,-121.3349,anonymous,EN,1,2,2,0,0,20.25,0,0,0,11.634,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have been able to stop in time to keep from being struck by A",1,100,0,0,18,97,1,1,39,50,2,,68,4,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:36,10/7/22 16:41,0,71.246.200.134,100,279,1,10/7/22 16:41,R_2bTRLBuVjfMteSx,,,,,38.751,-77.4753,anonymous,EN,1,2,2,8.188,22.915,23.642,2,2.985,2.985,96.753,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he would of saw the car coming and would of used the brakes.",1,70,90,60,87,100,1,1,23,97,2,,35,4,,Q148,countf,vB_sue_AV|vA_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:37,10/7/22 16:42,0,72.192.79.107,100,315,1,10/7/22 16:42,R_tXt2uOQWtptMmUF,,,,,36.175,-95.916,anonymous,EN,1,2,2,0,0,12.291,0,0,0,13.879,0,If the human that was driving vehicle B was in control then they could potentially stop the car in time to avoid an accident when they see the other car coming.,1,100,30,0,70,60,1,1,50,50,1,,33,4,,Q148,countf,defective_AV|vA_sue_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:39,10/7/22 16:42,0,76.196.196.197,100,218,1,10/7/22 16:42,R_1hQMYmBve7sbEDp,,,,,34.2666,-118.7643,anonymous,EN,1,2,2,1.943,10.4,20.231,5,3.092,3.092,14.511,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then he could have stopped at the moment he noticed that other car. He could have prevented a collision.",1,66,76,87,73,75,1,1,64,39,2,,29,5,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:36,10/7/22 16:43,0,47.146.14.63,100,383,1,10/7/22 16:43,R_1f8VXQgcH2nIXJn,,,,,33.4901,-117.1852,anonymous,EN,1,2,2,0,0,28.88,0,0,0,11.67,0,If the human occupant of Vehicle B had been driving a regular vehicle instead I don't think anything would be different because Vehicle A ran the stop sign so the same thing would have happened. ,2,100,0,0,0,50,1,1,0,80,2,,47,3,,Q148,countf,defective_AV|vA_sue_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:37,10/7/22 16:43,0,70.114.242.25,100,354,1,10/7/22 16:43,R_2dAccrMWR2kI69X,,,,,30.2133,-97.8533,anonymous,EN,1,2,2,3.698,25.975,26.767,2,11.659,11.659,14.479,1,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they might have been able to avoid the accident by swerving out of the way or by accelerating or braking so that Vehicle A missed them.",1,100,70,45,55,80,1,1,0,50,2,,38,4,,Q148,countf,vB_sue_AV|vA_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:37,10/7/22 16:44,0,71.197.177.146,100,409,1,10/7/22 16:44,R_1n6YCGMgzxqTZ9y,,,,,47.7178,-122.2999,anonymous,EN,1,2,2,2.447,24.332,25.1,2,8.893,21.556,28.667,2,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they may have noticed the person barreling toward them and could have stopped before an accident could occur.",1,100,58,75,75,80,1,1,15,67,2,,44,3,,Q148,countf,vA_sue_AV|vB_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:41,10/7/22 16:44,0,74.97.26.127,100,202,1,10/7/22 16:44,R_31aZopHSlyTZS15,,,,,41.7761,-71.4452,anonymous,EN,1,2,2,0,0,17.721,0,0,0,11.675,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they would have been able to see the car coming and possibly stopped or swerved to avoid being hit. ",1,86,20,18,60,99,1,1,14,50,2,,46,4,,Q148,countf,vB_sue_AV|vA_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:39,10/7/22 16:45,0,97.71.157.66,100,309,1,10/7/22 16:45,R_2QiJjElsHzw1UiU,,,,,28.0647,-80.6206,anonymous,EN,1,2,2,0,0,30.678,0,0,0,11.356,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then there would have been no difference. If they had noticed the other driver wasn't slowing down perhaps, they could have stopped in time, but it would have been unlikely.",2,100,0,0,0,50,1,1,0,90,2,,37,3,,Q148,countf,vB_sue_AV|vA_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:42,10/7/22 16:48,0,73.168.176.230,100,339,1,10/7/22 16:48,R_3e1WaVTUyjOyAQp,,,,,41.8508,-87.8791,anonymous,EN,1,2,2,0,0,60.563,0,0,0,12.003,0,If Vehicle B had a human driver.. they could have honked the horn loudly to get Vehicle A to pay attention. They could have swerved to miss the offending car. Or they could have stayed at the stop light if they could see that the car around the corner was about to run a light. ,1,100,100,40,86,100,1,1,40,61,2,,48,2,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:37,10/7/22 16:50,0,173.27.71.217,100,752,1,10/7/22 16:50,R_1FwxalCgVvzkd3f,,,,,42.0441,-91.6006,anonymous,EN,1,2,2,0,0,42.779,0,0,0,12.547,0,The driver of vehicle B might sense or see the attempt to run the stop sign without stopping and would try the best to avoid such accident.   ,1,80,30,30,60,70,1,1,60,50,1,,55,6,,Q148,countf,vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:41,10/7/22 16:50,0,99.67.59.154,100,566,1,10/7/22 16:50,R_3Op6NmxGW6BuT6y,,,,,33.8744,-117.8565,anonymous,EN,1,2,2,0,0,98.097,0,0,0,27.354,0,"he might have noticed the speed of the approaching car and decided it was going too fast to stop, so he may have paused longer before proceeding.",1,95,27,7,59,82,1,1,60,61,2,,64,4,,Q148,countf,vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:45,10/7/22 16:50,0,68.224.66.90,100,339,1,10/7/22 16:50,R_0Hdm3rbKfRxlRh7,,,,,36.0383,-115.1446,anonymous,EN,1,2,2,0,0,15.93,0,0,0,12.927,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then...""he would have been more observant of the road and the other car that hit him.",1,86,79,65,95,100,1,1,27,84,1,,49,3,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:44,10/7/22 16:51,0,172.58.23.32,100,443,1,10/7/22 16:51,R_3j6F420fR0299Xo,,,,,33.8055,-117.9223,anonymous,EN,1,2,2,0,0,28.349,0,0,0,15.394,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then things would probably have turned out exactly the same. The only way to prevent the crash is for the driver of Vehicle B to spend extra time looking around and notice Vehicle A not slowing down for the stop sign. This is unfortunately very unlikely.",2,100,0,0,0,100,1,1,0,50,1,,36,4,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:47,10/7/22 16:51,0,45.51.163.11,100,249,1,10/7/22 16:51,R_3p4ItJ8BJ4Gaws4,,,,,33.7443,-116.9764,anonymous,EN,1,2,2,1.012,30.665,31.708,4,7.203,11.363,26.22,2,"If the human occupant of vehicle B had been driving a regular vehicle instead, then the accident may have been avoided.",1,100,90,66,89,100,1,1,35,69,1,,40,1,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:49,10/7/22 16:52,0,192.184.253.225,100,166,1,10/7/22 16:52,R_2U0lkUpmaMwf2dH,,,,,37.8107,-122.2479,anonymous,EN,1,2,2,0,0,11.992,0,0,0,10.911,0,he might have been able to avoid the crash.,1,100,0,0,40,60,1,1,70,50,1,,30,5,,Q148,countf,vA_sue_AV|vB_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:48,10/7/22 16:52,0,99.162.255.143,100,240,1,10/7/22 16:52,R_1QtFSGE5U3SdglR,,,,,25.9823,-80.1405,anonymous,EN,1,2,2,0,0,33.164,0,0,0,12.275,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they would have waited knowing the other car is not going to stop.",1,50,50,0,92,100,1,1,0,50,1,,45,4,,Q148,countf,vB_sue_AV|vA_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:49,10/7/22 16:53,0,75.111.27.209,100,225,1,10/7/22 16:53,R_2S182SkNq4SiPDJ,,,,,40.4992,-124.1113,anonymous,EN,1,2,2,0,0,22.414,0,0,0,10.945,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then I think the same thing would have happened but they wouldn't have gotten so hurt not being on the side that got hit",2,100,0,0,18,100,1,1,26,82,2,,29,4,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:49,10/7/22 16:53,0,67.243.179.52,100,250,1,10/7/22 16:53,R_3dLoVDRtLsXBRaH,,,,,40.7623,-73.8724,anonymous,EN,1,2,2,0,0,32.706,0,11.146,11.146,12.297,1,maybe the accident could have been avoided,1,57,85,50,77,80,1,1,30,57,2,,36,4,,Q148,countf,vA_sue_AV|vB_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:49,10/7/22 16:53,0,66.44.126.6,100,258,1,10/7/22 16:53,R_10u9N61UgMMua3b,,,,,38.9522,-77.0253,anonymous,EN,1,2,2,0,0,36.801,0,0,0,11.575,0,the human occupant might have seen Vehicle A approaching and might have waited to confirm it fully stopped.,1,100,28,43,45,99,1,1,0,100,1,,61,4,,Q148,countf,vA_sue_AV|vB_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:48,10/7/22 16:54,0,98.1.71.179,100,315,1,10/7/22 16:54,R_2e9XXGG1xigUZ53,,,,,43.093,-78.9635,anonymous,EN,1,2,2,14.402,29.991,32.088,2,2.91,6.458,11.913,2,he would have more controll over it,1,91,12,9,62,80,1,1,64,70,1,,55,3,,Q148,countf,vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:46,10/7/22 16:55,0,98.215.138.219,100,506,1,10/7/22 16:55,R_3QXj24GXyGGb7Ap,,,,,40.9509,-90.3658,anonymous,EN,1,2,2,0,0,37.615,0,0,0,15.286,0,the human occupant of Vehicle B may have waited to make sure the the driver of Vehicle A came to a stop before proceeding through the intersection.,1,93,1,5,10,20,1,1,50,40,1,,66,3,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:48,10/7/22 16:55,0,47.42.235.173,100,390,1,10/7/22 16:55,R_3fl4TYrjYSJIdH6,,,,,35.7866,-84.2181,anonymous,EN,1,2,2,6.841,14.602,58.879,5,3.213,3.213,15.636,1,"if the human occupant of vehicle b had been driving a regular vehicle instead, then they may have seen vehicle running the stop sign and could have hit the breaks to stop and let vehicle a through",1,100,0,9,9,50,1,1,4,72,2,,47,1,,Q148,countf,vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV
10/7/22 16:52,10/7/22 16:55,0,69.254.96.32,100,232,1,10/7/22 16:55,R_RDhz3EYJtWpE8Dv,,,,,36.1868,-86.5067,anonymous,EN,1,2,2,0,0,21.051,0,0,0,12.747,0,he/she could have waited at the stop sign to make sure vehicle A fully stopped before proceeding.,1,100,100,100,100,100,1,1,0,0,2,,54,3,,Q148,countf,vB_sue_AV|vA_sue_AV|defective_AV,Q122|capability_AV
10/7/22 16:53,10/7/22 16:56,0,97.117.92.247,100,163,1,10/7/22 16:56,R_1H7vuXKBTy7sQKv,,,,,40.5581,-111.9222,anonymous,EN,1,2,2,22.225,22.225,23.474,1,4.712,8.564,11.24,4,he might of been able to stop the car,1,100,0,0,50,70,1,1,8,70,1,,34,4,,Q148,countf,vA_sue_AV|defective_AV|vB_sue_AV,Q122|capability_AV
10/7/22 16:49,10/7/22 16:56,0,24.209.80.242,100,400,1,10/7/22 16:56,R_2CJ282dx7L7cDnd,,,,,37.6451,-85.5493,anonymous,EN,1,2,2,67.962,67.962,68.696,1,0,0,16.68,0,"If the human occupant of Vehicle B had been driving a regular vehicle instead, then they could have stopped the car when they saw the other car pulling out.",1,80,30,20,23,91,1,1,48,50,1,,34,4,,Q148,countf,defective_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV
